Sample	taxid	Species name	Reference genome length (bp)	Kaiju reads assigned	Bowtie2 reads mapped	Proportion kaiju reads mapped with Bowtie2	Bowtie2 mean identity of mapped reads (%)	Bowtie2 mean MAPQ of mapped reads	Bowtie2 genome fraction (%)
hmp_ibd	1307	Streptococcus_suis	2170808	4.0	0	0.0			0.0
hmp_ibd	1308	Streptococcus_thermophilus	1791634	8.0	4	0.5	99.75247524752476	42.0	0.012223478679239175
hmp_ibd	1311	Streptococcus_agalactiae	2079123	8.0	0	0.0			0.0
hmp_ibd	1313	Streptococcus_pneumoniae	2110968	10.0	0	0.0			0.0
hmp_ibd	1314	Streptococcus_pyogenes	1746380	4.0	0	0.0			0.0
hmp_ibd	1318	Streptococcus_parasanguinis	2153652	6.0	2	0.3333333333333333	96.03960396039604	24.0	0.004736141215015239
hmp_ibd	1322	Blautia_hansenii	3065949	10.0	0	0.0			0.0
hmp_ibd	1323	Faecalicoccus_pleomorphus	2055154	34.0	0	0.0			0.0
hmp_ibd	1328	Streptococcus_anginosus	1953654	2.0	0	0.0			0.0
hmp_ibd	133448	Citrobacter_youngae	4936293	2.0	0	0.0			0.0
hmp_ibd	1336	Streptococcus_equi	2154778	12.0	0	0.0			0.0
hmp_ibd	1337051	Murimonas_intestini	5727142	12.0	4	0.3333333333333333	97.56091757091187	32.5	0.005517586258556187
hmp_ibd	13373	Burkholderia_mallei	5834748	4.0	0	0.0			0.0
hmp_ibd	133926	Olsenella_uli	2051896	4.0	0	0.0			0.0
hmp_ibd	1347393	Bacteroides_neonati	5025334	4.0	0	0.0			0.0
hmp_ibd	1351	Enterococcus_faecalis	2870381	2.0	0	0.0			0.0
hmp_ibd	1352	Enterococcus_faecium	2919198	6.0	0	0.0			0.0
hmp_ibd	1354	Enterococcus_hirae	2931746	14.0	0	0.0			0.0
hmp_ibd	1354301	Clostridium_sp._BL8	4776227	2.0	1	0.5	94.05940594059405	8	0.002135576889456887
hmp_ibd	1358418	Sinorhizobium_sp._GL28	7612113	8.0	3	0.375	98.67986798679868	41.333333333333336	0.003481293564612086
hmp_ibd	137732	Granulicatella_elegans	1743361	6.0	2	0.3333333333333333	95.40229885057471	24.0	0.005047721039991143
hmp_ibd	137838	Clostridium_neonatale	4739640	6.0	0	0.0			0.0
hmp_ibd	1384078	Prevotella_sp._DNF00663	2825213	4.0	4	1.0	100.0	42.0	0.010654063959071404
hmp_ibd	1386092	Cellulomonas_carbonis	3904075	2.0	0	0.0			0.0
hmp_ibd	1392486	Prevotella_sp._HUN102	3318148	2.0	1	0.5	93.06930693069307	8	0.0030740039323140502
hmp_ibd	1392487	Eubacterium_sp._AB3007	2301752	4.0	0	0.0			0.0
hmp_ibd	1392489	Leeuwenhoekiella_sp._MAR_2009_132	4281274	4.0	0	0.0			0.0
hmp_ibd	1398	Weizmannia_coagulans	3366995	2.0	0	0.0			0.0
hmp_ibd	1402135	Pseudosulfitobacter_pseudonitzschiae	4933696	2.0	0	0.0			0.0
hmp_ibd	140626	Lachnobacterium_bovis	2717066	2.0	0	0.0			0.0
hmp_ibd	1406512	Candidatus_Methanomassiliicoccus_intestinalis	1931651	16.0	8	0.5	97.14295478055269	34.5	0.03173451104780315
hmp_ibd	1408281	Endomicrobium_proavitum	1588979	2.0	0	0.0			0.0
hmp_ibd	1408310	Prevotella_sp._MA2016	3384011	4.0	1	0.25	95.04950495049505	2	0.003014174599314246
hmp_ibd	1409788	Sunxiuqinia_dokdonensis	4962831	4.0	0	0.0			0.0
hmp_ibd	1410609	Treponema_sp._C6A8	2869490	4.0	0	0.0			0.0
hmp_ibd	1410612	Oribacterium_sp._P6A1	3697107	2.0	0	0.0			0.0
hmp_ibd	1411144	Bacteroides_caecigallinarum	3353010	24.0	1	0.041666666666666664	92.40506329113924	3	0.0023859159382167068
hmp_ibd	1411316	Pedobacter_sp.	4361339	2.0	0	0.0			0.0
hmp_ibd	1423	Bacillus_subtilis	4215606	2.0	0	0.0			0.0
hmp_ibd	1428	Bacillus_thuringiensis	6260142	2.0	0	0.0			0.0
hmp_ibd	1432052	Eisenbergiella_tayi	7555015	24.0	4	0.16666666666666666	96.2871287128713	32.5	0.0036002575772516665
hmp_ibd	1434842	Sphingobacterium_sp._JB170	4401704	2.0	0	0.0			0.0
hmp_ibd	1450156	Defluviitalea_raffinosedens	3092142	4.0	0	0.0			0.0
hmp_ibd	1452	Bacillus_atrophaeus	4292910	12.0	0	0.0			0.0
hmp_ibd	1460447	Terrisporobacter_petrolearius	4124338	2.0	0	0.0			0.0
hmp_ibd	1462569	Bacteroides_caecicola	3299531	2.0	2	1.0	99.50495049504951	42.0	0.004727944668499857
hmp_ibd	1465	Brevibacillus_laterosporus	5400144	4.0	0	0.0			0.0
hmp_ibd	1465754	Alistipes_timonensis	3488964	26.0	10	0.38461538461538464	98.90396039603961	40.2	0.02912039218518735
hmp_ibd	1465757	Peptoniphilus_senegalensis	1851340	2.0	2	1.0	94.05940594059405	23.0	0.010802985945315285
hmp_ibd	1468449	Holdemania_massiliensis	4017176	12.0	4	0.3333333333333333	98.23529411764707	41.0	0.004779476926079415
hmp_ibd	1470345	Bacteroides_timonensis	7017222	6.0	2	0.3333333333333333	95.50561797752809	24.0	0.0012825588245604885
hmp_ibd	1470347	Alistipes_ihumii	2780015	80.0	42	0.525	99.85855728429985	39.76190476190476	0.13395611174759847
hmp_ibd	1470354	Candidatus_Soleaferrea_massiliensis	3098593	2.0	0	0.0			0.0
hmp_ibd	1472416	Butyricimonas_faecihominis	4851713	124.0	61	0.49193548387096775	99.33565829474905	40.32786885245902	0.09658444347388231
hmp_ibd	1472417	Butyricimonas_paravirosa	5608017	4.0	2	0.5	97.5	33.0	0.003601986227930479
hmp_ibd	1473216	Senegalimassilia_anaerobia	2398022	4.0	0	0.0			0.0
hmp_ibd	1491	Clostridium_botulinum	3903260	10.0	0	0.0			0.0
hmp_ibd	1492	Clostridium_butyricum	4705596	4.0	0	0.0			0.0
hmp_ibd	1496	Clostridioides_difficile	4095894	248.0	0	0.0			0.0
hmp_ibd	150055	Streptococcus_lutetiensis	1793521	8.0	0	0.0			0.0
hmp_ibd	1501329	Oribacterium_parvum	2470863	4.0	2	0.5	99.00990099009901	42.0	0.004249527391846492
hmp_ibd	1501391	Alistipes_inops	2304821	4.0	2	0.5	96.55172413793103	40.0	0.002559851719504465
hmp_ibd	1501392	Coprobacter_secundus	4171466	76.0	0	0.0			0.0
hmp_ibd	1502	Clostridium_perfringens	3355233	2.0	1	0.5	96.03960396039604	1	0.003040027324480893
hmp_ibd	1502943	Veillonella_seminalis	2252690	1004.0	606	0.603585657370518	99.71806160971063	41.600660066006604	2.1943543052972223
hmp_ibd	1504536	Robinsoniella_sp._RHS	7237586	6.0	3	0.5	94.96124031007753	1.6666666666666667	0.0019481633793367013
hmp_ibd	1506	Clostridium_sp.	2978365	12.0	0	0.0			0.0
hmp_ibd	1507	Clostridium_sp._ATCC_29733	3084735	2.0	1	0.5	94.05940594059405	23	0.00330660494337439
hmp_ibd	1509	Clostridium_sporogenes	4141984	4.0	0	0.0			0.0
hmp_ibd	1512	-Clostridium-_symbiosum	5299950	48.0	10	0.20833333333333334	98.61386138613861	28.0	0.018132246530627647
hmp_ibd	151276	Bacteroides_coprosuis	2763468	4.0	0	0.0			0.0
hmp_ibd	1513	Clostridium_tetani	2873333	2.0	0	0.0			0.0
hmp_ibd	1514105	Erysipelothrix_larvae	2511486	4.0	0	0.0			0.0
hmp_ibd	1514668	Ruminococcus_sp._HUN007	4207177	6.0	0	0.0			0.0
hmp_ibd	1515	Acetivibrio_thermocellus	3843301	2.0	0	0.0			0.0
hmp_ibd	1519439	Oscillibacter_sp._ER4	2729704	26.0	11	0.4230769230769231	97.99794347805079	34.54545454545455	0.034802308235618216
hmp_ibd	1520	Clostridium_beijerinckii	5950247	6.0	0	0.0			0.0
hmp_ibd	1520806	Butyrivibrio_sp._INlla18	3254604	2.0	0	0.0			0.0
hmp_ibd	1520812	Butyrivibrio_sp._YAB3001	4587896	2.0	0	0.0			0.0
hmp_ibd	1522	-Clostridium-_innocuum	4718906	26.0	5	0.19230769230769232	99.10811348929816	41.6	0.0068236154735864625
hmp_ibd	1526	-Clostridium-_aminophilum	3113820	4.0	0	0.0			0.0
hmp_ibd	1528099	Lawsonella_clevelandensis	1860551	4.0	0	0.0			0.0
hmp_ibd	1531	Enterocloster_clostridioformis	5539047	166.0	81	0.4879518072289157	98.50836196090899	36.20987654320987	0.13366920338462554
hmp_ibd	154046	Hungatella_hathewayi	6931886	62.0	12	0.1935483870967742	99.0924092409241	39.0	0.011973653346289883
hmp_ibd	154288	Turicibacter_sanguinis	2999687	38.0	4	0.10526315789473684	100.0	42.0	0.010334411556939108
hmp_ibd	1547	Thomasclavelia_ramosa	3543719	8.0	2	0.25	98.51485148514851	42.0	0.003865995018228025
hmp_ibd	1547597	Sanguibacteroides_justesenii	3434369	8.0	2	0.25	100.0	40.5	0.005328489745860157
hmp_ibd	1550024	Ruthenibacterium_lactatiformans	4111078	58.0	10	0.1724137931034483	98.59015224103055	31.0	0.017100137725433572
hmp_ibd	1550235	Clostridium_sp._KNHs216	3945418	2.0	0	0.0			0.0
hmp_ibd	155865	Eubacterium_pyruvativorans	2158512	4.0	0	0.0			0.0
hmp_ibd	1559	Clostridium_tertium	3874184	2.0	0	0.0			0.0
hmp_ibd	1574262	Sutterella_sp._KLE1602	2576488	50.0	37	0.74	99.48045595315332	41.891891891891895	0.1298278897475944
hmp_ibd	1579	Lactobacillus_acidophilus	1978847	2.0	0	0.0			0.0
hmp_ibd	1579343	Streptococcus_sp._263_SSPC	1804345	2.0	2	1.0	99.50495049504951	42.0	0.01130604180464379
hmp_ibd	158	Treponema_denticola	2843201	2.0	0	0.0			0.0
hmp_ibd	1580	Levilactobacillus_brevis	2494328	6.0	0	0.0			0.0
hmp_ibd	1583331	Porphyromonas_pasteri	2166795	4.0	1	0.25	95.52238805970148	24	0.003138275655980376
hmp_ibd	1587	Lactobacillus_helveticus	2120944	6.0	0	0.0			0.0
hmp_ibd	158836	Enterobacter_hormaechei	4915930	4.0	1	0.25	96.03960396039604	24	0.0020748871525835396
hmp_ibd	158847	Megamonas_hypermegale	2230342	4.0	0	0.0			0.0
hmp_ibd	1590	Lactiplantibacillus_plantarum	3223643	2.0	0	0.0			0.0
hmp_ibd	159272	uncultured_Prevotella_sp.	2941182	4.0	0	0.0			0.0
hmp_ibd	1602169	Prevotella_pectinovora	3292081	2.0	0	0.0			0.0
hmp_ibd	160404	Anaerotignum_lactatifermentans	2922609	118.0	42	0.3559322033898305	96.42506879403811	29.404761904761905	0.1173608922712549
hmp_ibd	160453	Enterococcus_gilvus	3945324	2.0	0	0.0			0.0
hmp_ibd	1613	Limosilactobacillus_fermentum	1905587	8.0	0	0.0			0.0
hmp_ibd	1619234	Anaerobium_acetethylicum	4609043	2.0	0	0.0			0.0
hmp_ibd	162156	uncultured_Bacteroides_sp.	5299784	52.0	21	0.40384615384615385	97.02451673738803	32.142857142857146	0.009604164999932073
hmp_ibd	1623	Ligilactobacillus_ruminis	2066652	4.0	0	0.0			0.0
hmp_ibd	1628085	Agathobaculum_butyriciproducens	2695431	6.0	0	0.0			0.0
hmp_ibd	1628158	Mariniphaga_sediminis	5826160	2.0	0	0.0			0.0
hmp_ibd	1629	Weissella_viridescens	1593241	4.0	0	0.0			0.0
hmp_ibd	163	Treponema_bryantii	3516600	2.0	0	0.0			0.0
hmp_ibd	1630	Kandleria_vitulina	2126709	4.0	0	0.0			0.0
hmp_ibd	1631346	Rubeoparvulum_massiliense	2843796	2.0	0	0.0			0.0
hmp_ibd	163665	Dysgonomonas_mossii	3954365	2.0	0	0.0			0.0
hmp_ibd	1639	Listeria_monocytogenes	2944528	4.0	0	0.0			0.0
hmp_ibd	1640674	Williamwhitmania_taraxaci	4154490	2.0	0	0.0			0.0
hmp_ibd	1641	Listeria_grayi	2751104	2.0	0	0.0			0.0
hmp_ibd	1650661	Clostridium_phoceensis	3453778	22.0	6	0.2727272727272727	98.33983398339835	38.5	0.015548190995483786
hmp_ibd	1650663	Fournierella_massiliensis	3391003	12.0	0	0.0			0.0
hmp_ibd	165179	Prevotella_copri	3551614	31740.0	9813	0.30916824196597353	97.7180598391241	35.22582288800571	17.225379785077997
hmp_ibd	165185	uncultured_Eubacterium_sp.	2611477	28.0	0	0.0			0.0
hmp_ibd	165186	uncultured_Ruminococcus_sp.	2960314	60.0	7	0.11666666666666667	96.64286566350266	28.285714285714285	0.014255244545004347
hmp_ibd	1652957	Lactococcus_nasutitermitis	2189889	2.0	0	0.0			0.0
hmp_ibd	1653435	Merdimonas_faecis	3318223	10.0	0	0.0			0.0
hmp_ibd	1658008	Dysgonomonas_sp._BGC7	4322346	2.0	0	0.0			0.0
hmp_ibd	1660	Schaalia_odontolytica	2455831	4.0	0	0.0			0.0
hmp_ibd	1662055	Clostridium_guangxiense	4408532	2.0	0	0.0			0.0
hmp_ibd	166486	Roseburia_intestinalis	4493348	1864.0	681	0.365343347639485	98.88255497818183	38.328928046989724	1.1243286742980958
hmp_ibd	1667357	Clostridium_sp._C8	4020958	2.0	0	0.0			0.0
hmp_ibd	1673717	Anaeromassilibacillus_senegalensis	3511751	126.0	0	0.0			0.0
hmp_ibd	1673720	Anaerotruncus_massiliensis	2980348	2.0	0	0.0			0.0
hmp_ibd	1673721	Intestinimonas_massiliensis	3105129	30.0	8	0.26666666666666666	99.62871287128714	42.0	0.02415358588966835
hmp_ibd	1673724	Neofamilia_massiliensis	1920334	2.0	0	0.0			0.0
hmp_ibd	1677858	Propionispora_sp._2-2-37	4121509	2.0	0	0.0			0.0
hmp_ibd	1680	Bifidobacterium_adolescentis	2089645	8.0	3	0.375	96.32653265326532	30.0	0.014500070586152193
hmp_ibd	168384	Marvinbryantia_formatexigens	4577574	12.0	0	0.0			0.0
hmp_ibd	1685	Bifidobacterium_breve	2269415	14.0	0	0.0			0.0
hmp_ibd	1686	Bifidobacterium_catenulatum	2079525	6.0	0	0.0			0.0
hmp_ibd	1689270	Intestinimonas_timonensis	3444574	22.0	13	0.5909090909090909	96.10967250571208	26.46153846153846	0.03570833432523151
hmp_ibd	169435	Anaerotruncus_colihominis	3563916	82.0	24	0.2926829268292683	99.1298747221661	40.833333333333336	0.046044856276073846
hmp_ibd	1703332	Butyribacter_intestini	3610525	6.0	2	0.3333333333333333	100.0	42.0	0.0016341113826936525
hmp_ibd	1712515	Butyricicoccus_faecihominis	2995907	6.0	1	0.16666666666666666	98.01980198019803	42	0.003404645070758205
hmp_ibd	1712675	Turicibacter_sp._H121	2622031	4.0	2	0.5	99.00990099009901	42.0	0.00575889453633462
hmp_ibd	1715075	Neisseria_sp._HMSC078C12	2242214	4.0	2	0.5	99.5	42.0	0.004593673931212632
hmp_ibd	1720194	Clostridium_sp._AT4	3412755	866.0	480	0.5542725173210161	99.31892144033525	40.670833333333334	1.1467274972859172
hmp_ibd	1720200	Anaerotruncus_rubiinfantis	3409026	2.0	0	0.0			0.0
hmp_ibd	1720294	Eisenbergiella_massiliensis	6692195	136.0	39	0.2867647058823529	98.64255191288692	40.69230769230769	0.048055981632334384
hmp_ibd	1720313	Bittarella_massiliensis	2806977	4.0	2	0.5	100.0	42.0	0.00580695887426224
hmp_ibd	172901	Victivallis_vadensis	5199916	8.0	4	0.5	99.36644900497512	42.0	0.005846248285549228
hmp_ibd	1729724	Pseudomonas_sp._TTU2014-080ASC	4522705	4.0	0	0.0			0.0
hmp_ibd	1732	Eubacterium_oxidoreducens	2912287	4.0	0	0.0			0.0
hmp_ibd	1735	Holdemanella_biformis	2517763	26.0	2	0.07692307692307693	100.0	42.0	0.0025419390149112524
hmp_ibd	1736399	Tetrasphaera_sp._Soil756	3470999	4.0	0	0.0			0.0
hmp_ibd	1737424	Blautia_massiliensis	3717343	22.0	9	0.4090909090909091	99.22992299229924	39.77777777777778	0.02348451568768338
hmp_ibd	1739114	Novosphingobium_sp._Fuku2-ISO-50	4422865	2.0	0	0.0			0.0
hmp_ibd	1739298	Bacteroides_sp._HMSC067B03	6513253	12.0	8	0.6666666666666666	100.0	42.0	0.008352201273311507
hmp_ibd	1739517	Bacteroides_sp._HMSC073E02	6622929	8.0	8	1.0	100.0	42.0	0.008455473401572024
hmp_ibd	1742405	Parabacteroides_sp._PFB2-10	3687546	4.0	0	0.0			0.0
hmp_ibd	1742774	Paenibacillus_sp._YN15	7411752	2.0	0	0.0			0.0
hmp_ibd	1745713	Bariatricus_massiliensis	4219447	10.0	4	0.4	99.75247524752476	42.0	0.008650422673871718
hmp_ibd	1747	Cutibacterium_acnes	2494738	6.0	2	0.3333333333333333	99.50495049504951	42.0	0.005812233589258671
hmp_ibd	174709	Allobaculum_stercoricanis	2052877	2.0	0	0.0			0.0
hmp_ibd	1750560	Parabacteroides_massiliensis	5015786	4.0	1	0.25	94.05940594059405	23	0.0020335795825419983
hmp_ibd	1755100	Fusobacterium_gastrosuis	1813656	2.0	0	0.0			0.0
hmp_ibd	1761885	Prevotella_sp._khp7	3080082	2.0	0	0.0			0.0
hmp_ibd	1761887	Prevotella_sp._ne3005	3567607	4.0	0	0.0			0.0
hmp_ibd	1761888	Prevotella_sp._tc2-28	3371121	2.0	0	0.0			0.0
hmp_ibd	1769	Mycobacterium_leprae	3187112	2.0	0	0.0			0.0
hmp_ibd	1773	Mycobacterium_tuberculosis	4411532	4.0	0	0.0			0.0
hmp_ibd	1776045	Clostridium_sp._C105KSO13	3208013	2.0	0	0.0			0.0
hmp_ibd	1776382	Neglectibacter_timonensis	3671597	8.0	0	0.0			0.0
hmp_ibd	1776391	Romboutsia_timonensis	3112481	84.0	42	0.5	99.37375247352936	38.023809523809526	0.08748647782910161
hmp_ibd	1776392	Massilimicrobiota_timonensis	2661126	4.0	0	0.0			0.0
hmp_ibd	1776758	Clostridium_sp._N3C	3036132	2.0	0	0.0			0.0
hmp_ibd	1777881	Streptococcus_sp._DD13	1716726	4.0	0	0.0			0.0
hmp_ibd	1780376	Alistipes_sp._CHKCI003	2869882	52.0	5	0.09615384615384616	96.33883388338833	33.4	0.012787982223659372
hmp_ibd	1796613	Bacteroides_caecimuris	4839927	18.0	6	0.3333333333333333	95.36633663366337	22.666666666666668	0.010640656357007037
hmp_ibd	1796615	Blautia_caecimuris	4093107	8.0	2	0.25	100.0	42.0	0.0033226592903630417
hmp_ibd	1796616	Blautia_pseudococcoides	5128746	2.0	0	0.0			0.0
hmp_ibd	1796620	Acutalibacter_muris	3802913	6.0	0	0.0			0.0
hmp_ibd	1796622	Extibacter_muris	3711428	2.0	0	0.0			0.0
hmp_ibd	1796628	Longibaculum_muris	3167958	16.0	2	0.125	98.00990099009901	42.0	0.0052399684591778045
hmp_ibd	1796635	Longicatena_caecimuris	3103757	14.0	4	0.2857142857142857	98.46153846153845	41.0	0.008699134629418476
hmp_ibd	1796636	Frisingicoccus_caecimuris	2716364	10.0	3	0.3	96.35973597359737	30.0	0.007730922659849712
hmp_ibd	1796652	Turicimonas_muris	2887949	4.0	0	0.0			0.0
hmp_ibd	1798186	Pseudobutyrivibrio_sp._OR37	3558369	2.0	0	0.0			0.0
hmp_ibd	180164	Blautia_schinkii	3494515	6.0	2	0.3333333333333333	97.02970297029702	17.5	0.0058377199697239816
hmp_ibd	180311	Hespellia_stercorisuis	4402942	10.0	3	0.3	93.72937293729372	11.666666666666666	0.006722777633682206
